,index,date,home_team,away_team,home_score,away_score,Season,result
0,40371,2017-03-22,Germany,England,1.0,0.0,2016-2017,Germany
1,40394,2017-03-24,Austria,Moldova,2.0,0.0,2016-2017,Austria
2,40396,2017-03-24,Croatia,Ukraine,1.0,0.0,2016-2017,Croatia
3,40397,2017-03-24,Georgia,Serbia,1.0,3.0,2016-2017,Serbia
4,40399,2017-03-24,Republic of Ireland,Wales,0.0,0.0,2016-2017,Draw
5,40400,2017-03-24,Italy,Albania,2.0,0.0,2016-2017,Italy
6,40401,2017-03-24,Kosovo,Iceland,1.0,2.0,2016-2017,Iceland
7,40403,2017-03-24,Liechtenstein,North Macedonia,0.0,3.0,2016-2017,North Macedonia
8,40411,2017-03-24,Turkey,Finland,2.0,0.0,2016-2017,Turkey
9,40416,2017-03-25,Bulgaria,Netherlands,2.0,0.0,2016-2017,Bulgaria
10,40417,2017-03-25,Cyprus,Estonia,0.0,0.0,2016-2017,Draw
11,40419,2017-03-25,Luxembourg,France,1.0,3.0,2016-2017,France
12,40421,2017-03-25,Portugal,Hungary,3.0,0.0,2016-2017,Portugal
13,40423,2017-03-25,Sweden,Belarus,4.0,0.0,2016-2017,Sweden
14,40424,2017-03-25,Switzerland,Latvia,1.0,0.0,2016-2017,Switzerland
15,40435,2017-03-26,Northern Ireland,Norway,2.0,0.0,2016-2017,Northern Ireland
16,40436,2017-03-26,Romania,Denmark,0.0,0.0,2016-2017,Draw
17,40438,2017-03-26,Scotland,Slovenia,1.0,0.0,2016-2017,Scotland
18,40443,2017-03-27,Turkey,Moldova,3.0,1.0,2016-2017,Turkey
19,40445,2017-03-28,Albania,Bosnia,1.0,2.0,2016-2017,Bosnia
20,40447,2017-03-28,Austria,Finland,1.0,1.0,2016-2017,Draw
21,40456,2017-03-28,Estonia,Croatia,3.0,0.0,2016-2017,Estonia
22,40457,2017-03-28,France,Spain,0.0,2.0,2016-2017,Spain
23,40458,2017-03-28,Georgia,Latvia,5.0,0.0,2016-2017,Georgia
24,40462,2017-03-28,Republic of Ireland,Iceland,0.0,1.0,2016-2017,Iceland
25,40469,2017-03-28,North Macedonia,Belarus,3.0,0.0,2016-2017,North Macedonia
26,40474,2017-03-28,Netherlands,Italy,1.0,2.0,2016-2017,Italy
27,40480,2017-03-28,Portugal,Sweden,2.0,3.0,2016-2017,Sweden
28,40481,2017-03-28,Russia,Belgium,3.0,3.0,2016-2017,Draw
29,40512,2017-06-01,Switzerland,Belarus,1.0,0.0,2016-2017,Switzerland
30,40519,2017-06-03,Portugal,Cyprus,4.0,0.0,2016-2017,Portugal
31,40525,2017-06-04,Luxembourg,Albania,2.0,1.0,2016-2017,Luxembourg
32,40530,2017-06-05,Belgium,Czechia,2.0,1.0,2016-2017,Belgium
33,40533,2017-06-05,Hungary,Russia,0.0,3.0,2016-2017,Russia
34,40534,2017-06-05,North Macedonia,Turkey,0.0,0.0,2016-2017,Draw
35,40542,2017-06-06,Denmark,Germany,1.0,1.0,2016-2017,Draw
36,40555,2017-06-07,Finland,Liechtenstein,1.0,1.0,2016-2017,Draw
37,40574,2017-06-09,Andorra,Hungary,1.0,0.0,2016-2017,Andorra
38,40576,2017-06-09,Belarus,Bulgaria,2.0,1.0,2016-2017,Belarus
39,40578,2017-06-09,Estonia,Belgium,0.0,2.0,2016-2017,Belgium
40,40581,2017-06-09,Latvia,Portugal,0.0,3.0,2016-2017,Portugal
41,40583,2017-06-09,Netherlands,Luxembourg,5.0,0.0,2016-2017,Netherlands
42,40587,2017-06-09,Sweden,France,2.0,1.0,2016-2017,Sweden
43,40608,2017-06-10,Norway,Czechia,1.0,1.0,2016-2017,Draw
44,40609,2017-06-10,Poland,Romania,3.0,1.0,2016-2017,Poland
45,40610,2017-06-10,Scotland,England,2.0,2.0,2016-2017,Draw
46,40623,2017-06-11,Finland,Ukraine,1.0,2.0,2016-2017,Ukraine
47,40625,2017-06-11,Iceland,Croatia,1.0,0.0,2016-2017,Iceland
48,40626,2017-06-11,Republic of Ireland,Austria,1.0,1.0,2016-2017,Draw
49,40628,2017-06-11,Italy,Liechtenstein,5.0,0.0,2016-2017,Italy
50,40629,2017-06-11,Kosovo,Turkey,1.0,4.0,2016-2017,Turkey
51,40630,2017-06-11,North Macedonia,Spain,1.0,2.0,2016-2017,Spain
52,40632,2017-06-11,Moldova,Georgia,2.0,2.0,2016-2017,Draw
53,40634,2017-06-11,Serbia,Wales,1.0,1.0,2016-2017,Draw
54,40639,2017-06-12,Latvia,Estonia,1.0,2.0,2016-2017,Estonia
55,40647,2017-06-13,France,England,3.0,2.0,2016-2017,France
56,40655,2017-06-13,Norway,Sweden,1.0,1.0,2016-2017,Draw
57,40675,2017-06-21,Russia,Portugal,0.0,1.0,2016-2017,Portugal
58,40804,2017-08-31,Bulgaria,Sweden,3.0,2.0,2016-2017,Bulgaria
59,40807,2017-08-31,Cyprus,Bosnia,3.0,2.0,2016-2017,Cyprus
60,40808,2017-08-31,France,Netherlands,4.0,0.0,2016-2017,France
61,40811,2017-08-31,Hungary,Latvia,3.0,1.0,2016-2017,Hungary
62,40815,2017-08-31,Luxembourg,Belarus,1.0,0.0,2016-2017,Luxembourg
63,40820,2017-08-31,Switzerland,Andorra,3.0,0.0,2016-2017,Switzerland
64,40828,2017-09-01,Czechia,Germany,1.0,2.0,2016-2017,Germany
65,40829,2017-09-01,Denmark,Poland,4.0,0.0,2016-2017,Denmark
66,40839,2017-09-01,Romania,Armenia,1.0,0.0,2016-2017,Romania
67,40841,2017-09-01,Slovakia,Slovenia,1.0,0.0,2016-2017,Slovakia
68,40845,2017-09-02,Albania,Liechtenstein,2.0,0.0,2016-2017,Albania
69,40847,2017-09-02,Croatia,Kosovo,1.0,0.0,2016-2017,Croatia
70,40848,2017-09-02,Finland,Iceland,1.0,0.0,2016-2017,Finland
71,40850,2017-09-02,Georgia,Republic of Ireland,1.0,1.0,2016-2017,Draw
72,40855,2017-09-02,Serbia,Moldova,3.0,0.0,2016-2017,Serbia
73,40856,2017-09-02,Spain,Italy,3.0,0.0,2016-2017,Spain
74,40857,2017-09-02,Ukraine,Turkey,2.0,0.0,2016-2017,Ukraine
75,40858,2017-09-02,Wales,Austria,1.0,0.0,2016-2017,Wales
76,40860,2017-09-03,Belarus,Sweden,0.0,4.0,2016-2017,Sweden
77,40862,2017-09-03,Estonia,Cyprus,1.0,0.0,2016-2017,Estonia
78,40864,2017-09-03,France,Luxembourg,0.0,0.0,2016-2017,Draw
79,40867,2017-09-03,Hungary,Portugal,0.0,1.0,2016-2017,Portugal
80,40868,2017-09-03,Latvia,Switzerland,0.0,3.0,2016-2017,Switzerland
81,40869,2017-09-03,Netherlands,Bulgaria,3.0,1.0,2016-2017,Netherlands
82,40870,2017-09-04,Armenia,Denmark,1.0,4.0,2016-2017,Denmark
83,40873,2017-09-04,England,Slovakia,2.0,1.0,2016-2017,England
84,40874,2017-09-04,Germany,Norway,6.0,0.0,2016-2017,Germany
85,40878,2017-09-04,Northern Ireland,Czechia,2.0,0.0,2016-2017,Northern Ireland
86,40885,2017-09-05,Austria,Georgia,1.0,1.0,2016-2017,Draw
87,40898,2017-09-05,Iceland,Ukraine,2.0,0.0,2016-2017,Iceland
88,40901,2017-09-05,Republic of Ireland,Serbia,0.0,1.0,2016-2017,Serbia
89,40906,2017-09-05,Kosovo,Finland,0.0,1.0,2016-2017,Finland
90,40907,2017-09-05,Liechtenstein,Spain,0.0,8.0,2016-2017,Spain
91,40909,2017-09-05,North Macedonia,Albania,1.0,1.0,2016-2017,Draw
92,40913,2017-09-05,Moldova,Wales,0.0,2.0,2016-2017,Wales
93,40924,2017-09-05,Turkey,Croatia,1.0,0.0,2016-2017,Turkey
94,40928,2017-10-05,Armenia,Poland,1.0,6.0,2016-2017,Poland
95,40934,2017-10-05,England,Slovenia,1.0,0.0,2016-2017,England
96,40940,2017-10-05,Northern Ireland,Germany,1.0,3.0,2016-2017,Germany
97,40944,2017-10-05,Scotland,Slovakia,1.0,0.0,2016-2017,Scotland
98,40948,2017-10-06,Austria,Serbia,3.0,2.0,2016-2017,Austria
99,40949,2017-10-06,Croatia,Finland,1.0,1.0,2016-2017,Draw
100,40950,2017-10-06,Georgia,Wales,0.0,1.0,2016-2017,Wales
101,40951,2017-10-06,Republic of Ireland,Moldova,2.0,0.0,2016-2017,Republic of Ireland
102,40952,2017-10-06,Italy,North Macedonia,1.0,1.0,2016-2017,Draw
103,40954,2017-10-06,Kosovo,Ukraine,0.0,2.0,2016-2017,Ukraine
104,40959,2017-10-06,Spain,Albania,3.0,0.0,2016-2017,Spain
105,40960,2017-10-06,Turkey,Iceland,0.0,3.0,2016-2017,Iceland
106,40962,2017-10-07,Andorra,Portugal,0.0,2.0,2016-2017,Portugal
107,40963,2017-10-07,Belarus,Netherlands,1.0,3.0,2016-2017,Netherlands
108,40964,2017-10-07,Bosnia,Belgium,3.0,4.0,2016-2017,Belgium
109,40965,2017-10-07,Bulgaria,France,0.0,1.0,2016-2017,France
110,40980,2017-10-07,Sweden,Luxembourg,8.0,0.0,2016-2017,Sweden
111,40981,2017-10-07,Switzerland,Hungary,5.0,2.0,2016-2017,Switzerland
112,40985,2017-10-08,Denmark,Romania,1.0,1.0,2016-2017,Draw
113,40991,2017-10-08,Norway,Northern Ireland,1.0,0.0,2016-2017,Norway
114,40994,2017-10-08,Slovenia,Scotland,2.0,2.0,2016-2017,Draw
115,40996,2017-10-09,Albania,Italy,0.0,1.0,2016-2017,Italy
116,40998,2017-10-09,Finland,Turkey,2.0,2.0,2016-2017,Draw
117,40999,2017-10-09,Iceland,Kosovo,2.0,0.0,2016-2017,Iceland
118,41001,2017-10-09,North Macedonia,Liechtenstein,4.0,0.0,2016-2017,North Macedonia
119,41002,2017-10-09,Moldova,Austria,0.0,1.0,2016-2017,Austria
120,41003,2017-10-09,Serbia,Georgia,1.0,0.0,2016-2017,Serbia
121,41004,2017-10-09,Ukraine,Croatia,0.0,2.0,2016-2017,Croatia
122,41005,2017-10-09,Wales,Republic of Ireland,0.0,1.0,2016-2017,Republic of Ireland
123,41008,2017-10-10,Belgium,Cyprus,4.0,0.0,2016-2017,Belgium
124,41013,2017-10-10,Estonia,Bosnia,1.0,2.0,2016-2017,Bosnia
125,41014,2017-10-10,France,Belarus,2.0,1.0,2016-2017,France
126,41021,2017-10-10,Latvia,Andorra,4.0,0.0,2016-2017,Latvia
127,41023,2017-10-10,Luxembourg,Bulgaria,1.0,1.0,2016-2017,Draw
128,41025,2017-10-10,Netherlands,Sweden,2.0,0.0,2016-2017,Netherlands
129,41030,2017-10-10,Portugal,Switzerland,2.0,0.0,2016-2017,Portugal
130,41045,2017-11-08,Iceland,Czechia,1.0,2.0,2016-2017,Czechia
131,41047,2017-11-09,Armenia,Belarus,4.0,1.0,2016-2017,Armenia
132,41050,2017-11-09,Finland,Estonia,3.0,0.0,2016-2017,Finland
133,41053,2017-11-09,Luxembourg,Hungary,2.0,1.0,2016-2017,Luxembourg
134,41054,2017-11-09,Northern Ireland,Switzerland,0.0,1.0,2016-2017,Switzerland
135,41055,2017-11-09,Romania,Turkey,2.0,0.0,2016-2017,Romania
136,41056,2017-11-09,Scotland,Netherlands,0.0,1.0,2016-2017,Netherlands
137,41061,2017-11-10,England,Germany,0.0,0.0,2016-2017,Draw
138,41062,2017-11-10,France,Wales,2.0,0.0,2016-2017,France
139,41063,2017-11-10,Georgia,Cyprus,1.0,0.0,2016-2017,Georgia
140,41071,2017-11-10,Sweden,Italy,1.0,0.0,2016-2017,Sweden
141,41072,2017-11-10,Ukraine,Slovakia,2.0,1.0,2016-2017,Ukraine
142,41075,2017-11-11,Denmark,Republic of Ireland,0.0,0.0,2016-2017,Draw
143,41079,2017-11-11,North Macedonia,Norway,2.0,0.0,2016-2017,North Macedonia
144,41094,2017-11-12,Switzerland,Northern Ireland,0.0,0.0,2016-2017,Draw
145,41096,2017-11-13,Armenia,Cyprus,3.0,2.0,2016-2017,Armenia
146,41098,2017-11-13,Georgia,Belarus,2.0,2.0,2016-2017,Draw
147,41101,2017-11-13,Italy,Sweden,0.0,0.0,2016-2017,Draw
148,41102,2017-11-13,Kosovo,Latvia,4.0,3.0,2016-2017,Kosovo
149,41105,2017-11-13,Turkey,Albania,2.0,3.0,2016-2017,Albania
150,41116,2017-11-14,Germany,France,2.0,2.0,2016-2017,Draw
151,41120,2017-11-14,Republic of Ireland,Denmark,1.0,5.0,2016-2017,Denmark
152,41127,2017-11-14,Romania,Netherlands,0.0,3.0,2016-2017,Netherlands
153,41128,2017-11-14,Russia,Spain,3.0,3.0,2016-2017,Draw
154,41131,2017-11-14,Slovakia,Norway,1.0,0.0,2016-2017,Slovakia
155,41215,2018-01-07,Estonia,Sweden,1.0,1.0,2017-2018,Draw
156,41216,2018-01-11,Denmark,Sweden,0.0,1.0,2017-2018,Sweden
157,41230,2018-03-21,Andorra,Liechtenstein,1.0,0.0,2017-2018,Andorra
158,41255,2018-03-23,Austria,Slovenia,3.0,0.0,2017-2018,Austria
159,41257,2018-03-23,Bulgaria,Bosnia,0.0,1.0,2017-2018,Bosnia
160,41260,2018-03-23,Finland,North Macedonia,0.0,0.0,2017-2018,Draw
161,41263,2018-03-23,Germany,Spain,1.0,1.0,2017-2018,Draw
162,41270,2018-03-23,Netherlands,England,0.0,1.0,2017-2018,England
163,41281,2018-03-23,Turkey,Republic of Ireland,1.0,0.0,2017-2018,Turkey
164,41285,2018-03-24,Armenia,Estonia,0.0,0.0,2017-2018,Draw
165,41311,2018-03-26,Albania,Norway,0.0,1.0,2017-2018,Norway
166,41316,2018-03-26,Portugal,Netherlands,0.0,3.0,2017-2018,Netherlands
167,41329,2018-03-27,England,Italy,1.0,1.0,2017-2018,Draw
168,41330,2018-03-27,Georgia,Estonia,2.0,0.0,2017-2018,Georgia
169,41333,2018-03-27,Hungary,Scotland,0.0,1.0,2017-2018,Scotland
170,41341,2018-03-27,Luxembourg,Austria,0.0,4.0,2017-2018,Austria
171,41353,2018-03-27,Romania,Sweden,1.0,0.0,2017-2018,Romania
172,41354,2018-03-27,Russia,France,1.0,3.0,2017-2018,France
173,41357,2018-03-27,Slovenia,Belarus,0.0,2.0,2017-2018,Belarus
174,41397,2018-05-28,France,Republic of Ireland,2.0,0.0,2017-2018,France
175,41405,2018-05-29,Albania,Kosovo,0.0,3.0,2017-2018,Kosovo
176,41414,2018-05-30,Austria,Russia,1.0,0.0,2017-2018,Austria
177,41423,2018-05-31,Slovakia,Netherlands,1.0,1.0,2017-2018,Draw
178,41432,2018-06-01,France,Italy,3.0,1.0,2017-2018,France
179,41447,2018-06-02,Sweden,Denmark,0.0,0.0,2017-2018,Draw
180,41449,2018-06-02,Belgium,Portugal,0.0,0.0,2017-2018,Draw
181,41450,2018-06-02,Austria,Germany,2.0,1.0,2017-2018,Austria
182,41452,2018-06-02,Iceland,Norway,2.0,3.0,2017-2018,Norway
183,41455,2018-06-02,Latvia,Estonia,1.0,0.0,2017-2018,Latvia
184,41465,2018-06-03,Albania,Ukraine,1.0,4.0,2017-2018,Ukraine
185,41467,2018-06-03,Spain,Switzerland,1.0,1.0,2017-2018,Draw
186,41482,2018-06-04,Italy,Netherlands,1.0,1.0,2017-2018,Draw
187,41485,2018-06-04,Armenia,Moldova,0.0,0.0,2017-2018,Draw
188,41487,2018-06-05,Russia,Turkey,1.0,1.0,2017-2018,Draw
189,41488,2018-06-05,Romania,Finland,2.0,0.0,2017-2018,Romania
190,41489,2018-06-05,Luxembourg,Georgia,1.0,0.0,2017-2018,Luxembourg
191,41506,2018-06-06,Belarus,Hungary,1.0,1.0,2017-2018,Draw
192,41538,2018-06-09,Finland,Belarus,2.0,0.0,2017-2018,Finland
193,41557,2018-06-15,Portugal,Spain,3.0,3.0,2017-2018,Draw
194,41579,2018-06-22,Serbia,Switzerland,1.0,2.0,2017-2018,Switzerland
195,41582,2018-06-23,Germany,Sweden,2.0,1.0,2017-2018,Germany
196,41591,2018-06-26,Denmark,France,0.0,0.0,2017-2018,Draw
197,41593,2018-06-26,Iceland,Croatia,1.0,2.0,2017-2018,Croatia
198,41601,2018-06-28,England,Belgium,0.0,1.0,2017-2018,Belgium
199,41604,2018-07-01,Russia,Spain,1.0,1.0,2017-2018,Draw
200,41605,2018-07-01,Croatia,Denmark,1.0,1.0,2017-2018,Draw
201,41608,2018-07-03,Sweden,Switzerland,1.0,0.0,2017-2018,Sweden
202,41613,2018-07-07,Sweden,England,0.0,2.0,2017-2018,England
203,41614,2018-07-07,Russia,Croatia,2.0,2.0,2017-2018,Draw
204,41615,2018-07-10,France,Belgium,1.0,0.0,2017-2018,France
205,41616,2018-07-11,Croatia,England,2.0,1.0,2017-2018,Croatia
206,41617,2018-07-14,Belgium,England,2.0,0.0,2017-2018,Belgium
207,41618,2018-07-15,France,Croatia,4.0,2.0,2017-2018,France
208,41644,2018-09-05,Slovakia,Denmark,3.0,0.0,2017-2018,Slovakia
209,41646,2018-09-06,Germany,France,0.0,0.0,2017-2018,Draw
210,41647,2018-09-06,Czechia,Ukraine,1.0,2.0,2017-2018,Ukraine
211,41648,2018-09-06,Wales,Republic of Ireland,4.0,1.0,2017-2018,Wales
212,41649,2018-09-06,Norway,Cyprus,2.0,0.0,2017-2018,Norway
213,41650,2018-09-06,Slovenia,Bulgaria,1.0,2.0,2017-2018,Bulgaria
214,41652,2018-09-06,Latvia,Andorra,0.0,0.0,2017-2018,Draw
215,41653,2018-09-06,Armenia,Liechtenstein,2.0,1.0,2017-2018,Armenia
216,41655,2018-09-06,Austria,Sweden,2.0,0.0,2017-2018,Austria
217,41660,2018-09-06,Portugal,Croatia,1.0,1.0,2017-2018,Draw
218,41669,2018-09-07,Italy,Poland,1.0,1.0,2017-2018,Draw
219,41670,2018-09-07,Turkey,Russia,1.0,2.0,2017-2018,Russia
220,41682,2018-09-07,Scotland,Belgium,0.0,4.0,2017-2018,Belgium
221,41690,2018-09-08,Switzerland,Iceland,6.0,0.0,2017-2018,Switzerland
222,41691,2018-09-08,England,Spain,1.0,2.0,2017-2018,Spain
223,41692,2018-09-08,Northern Ireland,Bosnia,1.0,2.0,2017-2018,Bosnia
224,41693,2018-09-08,Finland,Hungary,1.0,0.0,2017-2018,Finland
225,41696,2018-09-08,Luxembourg,Moldova,4.0,0.0,2017-2018,Luxembourg
226,41716,2018-09-09,France,Netherlands,2.0,1.0,2017-2018,France
227,41717,2018-09-09,Ukraine,Slovakia,1.0,0.0,2017-2018,Ukraine
228,41718,2018-09-09,Denmark,Wales,2.0,0.0,2017-2018,Denmark
229,41719,2018-09-09,Bulgaria,Norway,1.0,0.0,2017-2018,Bulgaria
230,41720,2018-09-09,Cyprus,Slovenia,2.0,1.0,2017-2018,Cyprus
231,41721,2018-09-09,Georgia,Latvia,1.0,0.0,2017-2018,Georgia
232,41722,2018-09-09,North Macedonia,Armenia,2.0,0.0,2017-2018,North Macedonia
233,41742,2018-09-10,Portugal,Italy,1.0,0.0,2017-2018,Portugal
234,41743,2018-09-10,Sweden,Turkey,2.0,3.0,2017-2018,Turkey
235,41744,2018-09-10,Scotland,Albania,2.0,0.0,2017-2018,Scotland
236,41746,2018-09-10,Serbia,Romania,2.0,2.0,2017-2018,Draw
237,41754,2018-09-10,Russia,Czechia,5.0,1.0,2017-2018,Russia
238,41758,2018-09-11,Iceland,Belgium,0.0,3.0,2017-2018,Belgium
239,41759,2018-09-11,Spain,Croatia,6.0,0.0,2017-2018,Spain
240,41760,2018-09-11,Bosnia,Austria,1.0,0.0,2017-2018,Bosnia
241,41762,2018-09-11,Finland,Estonia,1.0,0.0,2017-2018,Finland
242,41764,2018-09-11,Moldova,Belarus,0.0,0.0,2017-2018,Draw
243,41767,2018-09-11,England,Switzerland,1.0,0.0,2017-2018,England
244,41778,2018-09-11,Poland,Republic of Ireland,1.0,1.0,2017-2018,Draw
245,41792,2018-10-10,Italy,Ukraine,1.0,1.0,2017-2018,Draw
246,41795,2018-10-11,Poland,Portugal,2.0,3.0,2017-2018,Portugal
247,41796,2018-10-11,Russia,Sweden,0.0,0.0,2017-2018,Draw
248,41804,2018-10-11,France,Iceland,2.0,2.0,2017-2018,Draw
249,41809,2018-10-11,Turkey,Bosnia,0.0,0.0,2017-2018,Draw
250,41811,2018-10-11,Wales,Spain,1.0,4.0,2017-2018,Spain
251,41814,2018-10-12,Belgium,Switzerland,2.0,1.0,2017-2018,Belgium
252,41815,2018-10-12,Croatia,England,0.0,0.0,2017-2018,Draw
253,41816,2018-10-12,Austria,Northern Ireland,1.0,0.0,2017-2018,Austria
254,41817,2018-10-12,Estonia,Finland,0.0,1.0,2017-2018,Finland
255,41819,2018-10-12,Belarus,Luxembourg,1.0,0.0,2017-2018,Belarus
256,41845,2018-10-13,Netherlands,Germany,3.0,0.0,2017-2018,Netherlands
257,41846,2018-10-13,Slovakia,Czechia,1.0,2.0,2017-2018,Czechia
258,41847,2018-10-13,Republic of Ireland,Denmark,0.0,0.0,2017-2018,Draw
259,41848,2018-10-13,Norway,Slovenia,1.0,0.0,2017-2018,Norway
260,41849,2018-10-13,Bulgaria,Cyprus,2.0,1.0,2017-2018,Bulgaria
261,41851,2018-10-13,Georgia,Andorra,3.0,0.0,2017-2018,Georgia
262,41853,2018-10-13,North Macedonia,Liechtenstein,4.0,1.0,2017-2018,North Macedonia
263,41872,2018-10-14,Poland,Italy,0.0,1.0,2017-2018,Italy
