year,hname,aname,hgoals,agoals,hPossesion,aPossesion,hshotsOnTarget,ashotsOnTarget,hshots,ashots,hyellowCards,ayellowCards,hredCards,aredCards,hfouls,afouls,hsaves,asaves
2006,Croatia,Andorra,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2006,Serbia,Belgium,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
2006,Greece,Norway,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
2006,Slovenia,Luxembourg,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2006,Italy,Ukraine,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0
2006,Portugal,Azerbaijan,3,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0
2006,Andorra,North Macedonia,0,3,51,49,2,6,4,13,2,2,1,0,10,7,5,3
2006,Russia,Estonia,2,0,55,45,10,1,22,6,2,3,0,1,16,21,3,15
2006,Belarus,Slovenia,4,2,34,66,7,4,12,4,1,2,0,0,12,13,3,4
2006,Kazakhstan,Finland,0,2,46,54,5,13,7,19,0,1,0,0,5,8,7,6
2006,Croatia,England,2,0,52,48,9,4,15,7,1,2,0,0,9,14,7,9
2006,Ukraine,Scotland,2,0,60,40,11,0,19,4,1,3,0,1,9,13,0,9
2006,Malta,Hungary,2,1,54,46,10,3,15,4,1,0,0,1,4,3,4,7
2006,Georgia,Italy,1,3,47,53,4,6,15,14,3,1,0,0,7,4,9,5
2006,Turkey,Moldova,5,0,57,43,8,1,22,4,1,1,0,0,7,19,2,5
2006,Iceland,Sweden,1,2,49,51,1,3,2,7,3,3,0,0,13,5,1,1
2006,Bosnia and Herzegovina,Greece,0,4,54,46,6,6,10,10,2,1,1,0,10,11,3,5
2006,Liechtenstein,Denmark,0,4,32,68,2,10,6,24,0,0,0,0,10,6,7,2
2006,Luxembourg,Bulgaria,0,1,30,70,3,4,6,9,3,3,0,0,14,9,9,3
2006,Serbia,Armenia,3,0,60,40,12,1,18,5,1,1,0,1,11,17,3,9
2006,Netherlands,Albania,2,1,54,46,12,5,21,6,1,2,0,0,14,12,3,9
2006,Poland,Portugal,2,1,37,63,7,2,15,6,2,2,0,0,12,13,1,6
2006,Republic of Ireland,Czech Republic,1,1,53,47,5,4,11,11,3,4,0,0,17,13,2,3
2006,Belgium,Azerbaijan,3,0,57,43,7,3,9,5,2,3,1,0,7,8,5,10
2006,Slovakia,Germany,1,4,41,59,3,6,6,15,2,1,0,0,11,7,2,7
2006,France,Faroe Islands,5,0,70,30,15,0,24,0,0,1,0,0,5,4,0,10
2006,Northern Ireland,Latvia,1,0,50,50,3,3,11,6,1,2,0,0,22,20,4,8
2006,Wales,Cyprus,3,1,48,52,10,8,14,13,1,2,0,0,10,14,7,5
2006,North Macedonia,Russia,0,2,43,57,1,4,4,11,1,3,0,0,19,12,3,3
2006,Finland,Armenia,1,0,56,44,5,5,10,10,0,3,0,0,14,8,5,4
2006,Israel,Croatia,3,4,56,44,4,6,10,12,3,0,0,0,9,2,3,1
2006,Cyprus,Germany,1,1,44,56,2,7,5,18,3,3,0,0,22,10,6,2
2006,Belgium,Poland,0,1,82,18,2,2,3,3,5,2,0,0,8,5,0,4
2006,Republic of Ireland,San Marino,5,0,61,39,9,3,23,9,1,1,0,0,17,13,2,4
2006,Portugal,Kazakhstan,3,0,50,50,11,1,25,3,1,1,0,0,1,13,1,10
2007,San Marino,Republic of Ireland,1,2,48,52,1,10,1,23,2,0,0,0,11,6,6,0
2007,Kazakhstan,Serbia,2,1,47,53,6,13,8,23,3,2,0,1,8,7,7,5
2007,Faroe Islands,Ukraine,0,2,22,78,0,10,4,21,1,0,0,0,2,5,7,0
2007,Republic of Ireland,Wales,1,0,56,44,6,3,11,5,1,2,0,0,15,12,2,5
2007,Scotland,Georgia,2,1,49,51,7,5,12,8,1,3,0,0,19,17,2,5
2007,Albania,Slovenia,0,0,54,46,9,4,23,10,1,1,0,0,12,12,2,12
2007,Luxembourg,Belarus,1,2,49,51,4,6,7,12,1,3,0,0,6,6,4,5
2007,Cyprus,Slovakia,1,3,54,46,5,8,10,18,1,4,1,0,13,21,10,5
2007,Lithuania,France,0,1,52,48,0,7,7,11,1,1,0,0,15,15,7,2
2007,Moldova,Malta,1,1,55,45,3,3,8,3,4,1,1,1,8,5,6,12
2007,Poland,Azerbaijan,5,0,60,40,8,1,15,1,0,3,0,0,11,15,2,3
2007,Estonia,Russia,0,2,46,54,5,9,9,18,1,1,0,0,9,7,6,4
2007,Israel,England,0,0,44,56,1,10,5,14,2,2,0,0,16,9,7,3
2007,Norway,Bosnia and Herzegovina,1,2,55,45,9,2,18,10,2,2,0,0,18,13,1,11
2007,Croatia,North Macedonia,2,1,50,50,10,3,22,6,0,4,0,1,9,20,2,7
2007,Liechtenstein,Northern Ireland,1,4,43,57,7,11,16,14,2,1,0,0,6,16,14,4
2007,Greece,Turkey,1,4,53,47,3,4,7,12,1,2,0,0,16,7,0,1
2007,Netherlands,Romania,0,0,50,50,5,5,8,9,2,3,0,0,14,18,5,8
2007,Czech Republic,Germany,1,2,46,54,7,12,12,20,3,2,0,0,20,12,9,6
2007,Portugal,Belgium,4,0,53,47,17,1,27,2,2,4,0,0,11,16,1,11
2007,Spain,Denmark,2,1,49,51,3,2,12,6,4,3,0,1,9,7,3,2
2007,Azerbaijan,Finland,1,0,50,50,7,3,10,6,3,1,0,0,12,9,4,4
2007,Bulgaria,Albania,0,0,59,41,12,1,19,7,3,4,0,0,10,11,2,8
2007,Ukraine,Lithuania,1,0,40,60,9,3,21,5,1,2,0,0,2,8,2,5
2007,Czech Republic,Cyprus,1,0,56,44,8,1,23,4,0,3,0,0,16,19,2,9
2007,Romania,Luxembourg,3,0,65,35,8,0,14,0,1,2,0,0,9,8,0,3
2007,Georgia,Faroe Islands,3,1,54,46,5,4,14,7,2,1,0,1,4,9,5,6
2007,Hungary,Moldova,1,0,58,42,6,5,13,9,1,1,0,0,21,16,6,7
2007,Israel,Estonia,4,0,58,42,9,2,13,5,2,1,0,0,7,10,5,6
2007,Liechtenstein,Latvia,1,0,49,51,10,7,18,18,2,4,0,0,14,18,6,7
2007,Malta,Greece,0,1,35,65,1,6,4,14,2,2,1,0,9,7,9,1
2007,Turkey,Norway,2,2,59,41,7,3,17,7,1,2,0,0,7,24,0,5
2007,Poland,Armenia,1,0,51,49,10,2,20,5,0,4,0,0,8,15,4,8
2007,Republic of Ireland,Slovakia,1,0,52,48,4,6,8,12,0,1,0,0,5,16,7,4
2007,Serbia,Portugal,1,1,49,51,5,6,8,16,4,3,0,0,23,16,6,6
2007,Northern Ireland,Sweden,2,1,48,52,5,4,9,8,1,0,0,0,8,17,3,7
2007,Slovenia,Netherlands,0,1,49,51,2,6,7,15,1,2,0,0,10,15,7,4
2007,Italy,Scotland,2,0,55,45,8,2,12,4,0,0,0,0,13,20,4,9
2007,Andorra,England,0,3,18,82,0,12,2,25,4,3,0,0,11,14,11,0
2007,Wales,San Marino,3,0,58,42,17,0,33,3,2,1,0,0,10,8,0,16
2007,Spain,Iceland,1,0,53,47,16,1,27,3,0,0,0,0,8,14,3,11
2007,Kazakhstan,Armenia,1,2,48,52,2,2,4,4,1,2,0,0,4,5,1,2
2007,Wales,Czech Republic,0,0,48,52,5,8,15,18,0,0,0,0,12,12,8,6
2007,Russia,Andorra,4,0,49,51,10,0,14,1,0,2,0,0,11,16,0,7
2007,Azerbaijan,Poland,1,3,41,59,2,9,10,14,3,2,0,0,9,11,6,1
2007,Iceland,Liechtenstein,1,1,55,45,4,4,5,7,2,1,0,0,14,17,3,3
2007,Finland,Serbia,0,2,48,52,3,6,8,11,1,2,0,0,14,8,3,5
2007,Germany,San Marino,6,0,66,34,22,0,37,3,0,1,0,1,6,11,0,15
2007,North Macedonia,Israel,1,2,59,41,6,3,16,6,0,5,0,0,8,19,3,7
2007,Belarus,Bulgaria,0,2,42,58,6,5,12,12,2,0,0,0,8,11,3,4
2007,Bosnia and Herzegovina,Turkey,3,2,44,56,10,8,10,16,2,2,0,0,15,10,6,5
2007,Denmark,Sweden,3,3,54,46,10,6,16,9,1,3,1,0,13,18,3,8
2007,Lithuania,Georgia,1,0,56,44,6,3,11,6,2,3,0,0,9,7,5,6
2007,Norway,Malta,4,0,54,46,7,2,20,7,0,1,0,0,7,10,2,6
2007,Albania,Luxembourg,2,0,59,41,3,0,5,4,0,1,0,0,3,2,1,1
2007,Estonia,Croatia,0,1,44,56,4,3,8,9,4,1,0,0,22,6,3,7
2007,Greece,Hungary,2,0,59,41,6,2,17,9,1,1,0,0,8,18,1,3
2007,Latvia,Spain,0,2,47,53,0,15,3,28,2,2,0,0,6,8,12,2
2007,Belgium,Portugal,1,2,47,53,6,7,14,14,1,3,0,1,7,9,5,8
2007,Faroe Islands,Italy,1,2,48,52,2,2,6,14,0,1,0,0,16,9,2,1
2007,Slovenia,Romania,1,2,39,61,2,8,7,14,5,2,1,1,13,11,6,2
2007,France,Ukraine,2,0,52,48,8,0,17,1,1,1,0,0,5,7,2,7
2007,Kazakhstan,Azerbaijan,1,1,53,47,1,3,9,11,0,1,1,0,15,14,4,1
2007,Armenia,Poland,1,0,46,54,1,7,8,9,1,1,0,0,6,10,8,0
2007,Andorra,Israel,0,2,52,48,0,4,3,12,2,0,0,0,16,18,2,1
2007,Faroe Islands,Scotland,0,2,49,51,4,7,12,15,1,2,0,0,6,6,5,4
2007,Bulgaria,Belarus,2,1,55,45,12,5,20,10,0,3,0,0,14,15,6,10
2007,Norway,Hungary,4,0,53,47,9,4,18,10,1,1,0,0,20,15,4,3
2007,Finland,Belgium,2,0,51,49,8,0,14,4,1,2,0,1,15,10,0,6
2007,Romania,Slovenia,2,0,52,48,6,1,14,3,2,6,0,0,12,12,1,4
2007,Bosnia and Herzegovina,Malta,1,0,58,42,8,4,18,8,1,1,0,0,9,15,3,7
2007,Luxembourg,Albania,0,3,48,52,3,8,7,17,1,2,0,0,14,13,5,7
2007,Sweden,Iceland,5,0,62,38,8,2,12,4,0,2,0,0,10,15,3,4
2007,Croatia,Russia,0,0,52,48,6,1,14,6,1,2,0,0,18,13,3,4
2007,Estonia,England,0,3,50,50,2,7,6,13,0,1,0,0,20,7,7,1
2007,Germany,Slovakia,1,0,49,51,5,1,8,3,1,1,0,0,9,9,5,2
2007,Greece,Moldova,2,1,61,39,4,4,10,10,1,3,0,0,9,17,2,1
2007,Latvia,Denmark,0,2,38,62,3,4,9,9,2,2,0,0,7,9,2,1
2007,Liechtenstein,Spain,0,2,36,64,3,7,7,19,4,1,0,0,15,11,7,3
2007,Lithuania,Italy,0,2,44,56,4,6,6,14,2,1,0,0,14,9,3,7
2007,France,Georgia,1,0,53,47,8,0,11,2,0,2,0,0,7,8,0,6
2007,Armenia,Portugal,1,1,46,54,4,3,5,13,0,1,0,0,9,8,3,3
2007,Estonia,Andorra,2,1,53,47,5,3,11,10,2,5,2,0,19,8,3,4
2007,Finland,Kazakhstan,2,1,48,52,14,4,19,9,3,2,0,0,11,8,1,13
2007,Belgium,Serbia,3,2,55,45,4,6,8,12,1,2,0,0,9,5,3,1
2007,Northern Ireland,Liechtenstein,3,1,56,44,6,5,11,8,1,2,0,0,13,13,2,5
2007,San Marino,Cyprus,0,1,38,62,3,6,9,15,5,0,0,0,17,13,6,3
2007,Hungary,Bosnia and Herzegovina,1,0,48,52,6,5,13,10,2,3,0,0,19,18,8,8
2007,Scotland,Lithuania,3,1,58,42,11,5,12,9,2,5,0,0,29,19,1,10
2007,Georgia,Ukraine,1,1,43,57,8,8,12,13,1,1,0,0,6,5,7,5
2007,Luxembourg,Slovenia,0,3,45,55,7,5,19,10,0,1,0,0,5,13,2,7
2007,Russia,North Macedonia,3,0,42,58,10,2,21,5,0,2,1,0,8,9,3,5
2007,Belarus,Romania,1,3,47,53,3,5,13,10,1,4,0,0,9,17,6,3
2007,England,Israel,3,0,61,39,9,0,15,1,1,4,0,0,17,12,1,9
2007,Latvia,Northern Ireland,1,0,47,53,3,5,5,12,2,2,0,0,11,12,7,2
2007,Malta,Turkey,2,2,43,57,2,3,6,5,4,2,0,0,6,6,3,0
2007,Moldova,Norway,0,1,53,47,4,9,9,13,1,0,0,0,10,9,4,2
2007,San Marino,Czech Republic,0,3,55,45,5,13,6,27,3,1,1,0,16,17,10,5
2007,Serbia,Finland,0,0,69,31,2,0,13,1,1,2,0,0,8,18,3,3
2007,Croatia,Estonia,2,0,55,45,7,1,13,4,0,1,0,0,10,14,1,3
2007,Netherlands,Bulgaria,2,0,48,52,2,4,9,13,1,1,0,0,17,13,3,1
2007,Slovakia,Republic of Ireland,2,2,49,51,7,4,11,6,2,0,0,0,12,8,2,6
2007,Sweden,Denmark,0,0,48,52,11,6,21,12,3,3,0,0,16,18,7,12
2007,Wales,Germany,0,2,41,59,1,10,5,19,2,0,0,0,11,6,7,3
2007,Italy,France,0,0,51,49,4,5,7,9,0,2,0,0,9,17,4,5
2007,Iceland,Spain,1,1,44,56,2,4,5,9,2,1,0,1,14,11,2,3
2007,Portugal,Poland,2,2,63,37,5,6,18,11,0,4,0,0,15,13,6,6
2007,Kazakhstan,Belgium,2,2,43,57,8,8,12,10,1,2,0,0,12,11,7,7
2007,Andorra,Croatia,0,6,24,76,1,8,2,18,2,0,1,0,19,11,2,1
2007,Finland,Poland,0,0,38,62,2,3,11,9,1,2,0,0,11,16,4,6
2007,Slovakia,Wales,2,5,58,42,10,4,20,7,1,1,0,0,16,12,0,13
2007,Cyprus,San Marino,3,0,58,42,13,0,23,9,2,1,0,0,20,11,0,11
2007,Lithuania,Faroe Islands,2,1,58,42,3,4,23,7,3,4,0,0,6,8,4,4
2007,Norway,Greece,2,2,51,49,10,3,13,6,1,5,0,0,5,8,1,13
2007,Bulgaria,Luxembourg,3,0,59,41,9,0,17,5,2,3,0,0,10,18,2,9
2007,Turkey,Hungary,3,0,69,31,4,1,9,1,1,4,0,1,4,8,4,2
2007,Slovenia,Belarus,1,0,46,54,3,6,11,12,3,1,0,1,21,10,7,4
2007,Bosnia and Herzegovina,Moldova,0,1,53,47,0,1,18,10,1,3,0,0,15,14,3,3
2007,Denmark,Liechtenstein,4,0,57,43,9,3,15,6,0,3,0,0,12,11,3,4
2007,Iceland,Northern Ireland,2,1,50,50,2,1,3,10,2,3,0,0,11,5,5,4
2007,Czech Republic,Republic of Ireland,1,0,49,51,6,3,12,8,5,4,0,1,19,18,4,5
2007,North Macedonia,Estonia,1,1,50,50,6,3,13,6,2,1,0,0,15,16,3,5
2007,Albania,Netherlands,0,1,47,53,4,14,6,23,3,4,1,0,6,9,5,4
2007,Ukraine,Italy,1,2,54,46,7,3,13,8,0,2,0,0,7,2,1,5
2007,England,Russia,3,0,57,43,8,3,13,9,1,0,0,0,11,5,5,6
2007,France,Scotland,0,1,72,28,7,2,15,2,2,2,0,0,11,14,3,9
2007,Portugal,Serbia,1,1,58,42,2,6,15,12,1,3,0,1,15,17,3,2
2007,Spain,Latvia,2,0,58,42,8,0,23,2,0,2,0,0,7,10,3,8
2007,Slovakia,San Marino,7,0,55,45,14,1,27,2,1,2,0,0,14,12,1,7
2007,England,Estonia,3,0,59,41,6,4,12,7,0,2,0,0,5,12,4,6
2007,Scotland,Ukraine,3,1,45,55,6,4,7,13,4,4,0,0,18,19,4,4
2007,Hungary,Malta,2,0,50,50,9,1,18,1,1,1,0,0,15,11,1,9
2007,Armenia,Serbia,0,0,47,53,4,5,15,13,2,3,0,0,9,9,8,8
2007,Belarus,Luxembourg,0,1,50,50,2,1,3,2,0,6,0,0,3,3,1,3
2007,Faroe Islands,France,0,6,33,67,5,10,11,18,1,0,0,0,5,8,9,4
2007,Azerbaijan,Portugal,0,2,0,100,4,15,7,26,1,1,1,0,11,5,16,5
2007,Iceland,Latvia,2,4,48,52,7,6,16,17,2,1,0,0,17,10,2,5
2007,Cyprus,Wales,3,1,54,46,8,3,18,7,2,2,0,0,14,18,2,8
2007,Liechtenstein,Sweden,0,3,40,60,1,12,3,17,1,1,0,0,15,16,13,1
2007,Romania,Netherlands,1,0,49,51,4,3,9,5,5,3,0,0,13,12,2,2
2007,Denmark,Spain,1,3,64,36,2,4,13,9,2,0,0,0,13,6,3,1
2007,Moldova,Turkey,1,1,50,50,3,8,5,13,1,1,0,0,24,18,10,3
2007,Croatia,Israel,1,0,67,33,1,2,10,7,2,4,0,0,9,20,2,0
2007,Greece,Bosnia and Herzegovina,3,2,56,44,7,2,11,4,1,2,0,1,7,10,0,6
2007,Poland,Kazakhstan,3,1,50,50,7,1,14,2,0,1,0,0,2,1,0,3
2007,Slovenia,Albania,0,0,51,49,4,2,18,9,3,1,0,0,22,9,1,4
2007,Belgium,Finland,0,0,47,53,2,4,7,10,1,1,0,0,14,12,5,1
2007,Republic of Ireland,Germany,0,0,42,58,6,5,7,14,2,3,0,0,15,15,1,10
2007,Italy,Georgia,2,0,56,44,10,1,22,3,1,2,0,0,7,17,1,7
2007,Kazakhstan,Portugal,1,2,43,57,1,2,11,28,3,1,0,0,13,14,6,4
2007,Russia,England,2,1,62,38,10,5,16,10,2,2,0,0,14,17,2,3
2007,Azerbaijan,Serbia,1,6,32,68,2,7,8,11,2,1,0,0,4,5,1,3
2007,Ukraine,Faroe Islands,5,0,75,25,24,2,41,4,0,0,0,0,6,4,2,12
2007,Georgia,Scotland,2,0,54,46,4,2,6,16,2,2,0,0,7,11,3,6
2007,Malta,Moldova,2,3,0,100,6,3,10,8,2,6,0,1,9,11,4,2
2007,Turkey,Greece,0,1,58,42,2,6,9,12,1,1,0,0,9,14,6,3
2007,Denmark,Latvia,3,1,52,48,7,1,15,7,1,0,0,0,13,9,2,3
2007,Liechtenstein,Iceland,3,0,53,47,2,1,13,16,2,1,0,0,12,14,4,2
2007,North Macedonia,Andorra,3,0,76,24,3,0,15,0,0,4,0,0,14,13,0,3
2007,Luxembourg,Romania,0,2,39,61,0,7,1,16,0,2,0,0,8,9,5,0
2007,San Marino,Wales,1,2,39,61,4,9,8,13,4,3,1,0,20,17,6,3
2007,Bosnia and Herzegovina,Norway,0,2,54,46,2,2,11,3,3,2,0,0,16,23,0,0
2007,Netherlands,Slovenia,2,0,56,44,4,1,13,4,1,2,0,0,11,13,1,1
2007,Republic of Ireland,Cyprus,1,1,49,51,6,1,16,4,1,1,0,1,7,14,1,4
2007,Sweden,Northern Ireland,1,1,51,49,3,4,12,12,2,1,0,0,15,18,5,1
2007,Albania,Bulgaria,1,1,57,43,7,8,16,13,2,2,0,0,8,12,8,7
2007,Belgium,Armenia,3,0,45,55,5,5,9,15,1,0,0,0,10,6,7,5
2007,Germany,Czech Republic,0,3,51,49,8,4,18,6,1,0,0,0,7,16,2,4
2007,France,Lithuania,2,0,72,28,8,2,26,9,0,3,0,0,6,6,2,9
2007,Finland,Azerbaijan,2,1,70,30,11,2,20,3,1,4,0,0,14,22,0,9
2007,Wales,Republic of Ireland,2,2,44,56,5,7,9,16,1,1,0,0,10,12,3,6
2007,Bulgaria,Romania,1,0,51,49,5,3,12,11,1,2,0,0,21,23,3,3
2007,Latvia,Liechtenstein,4,1,52,48,13,7,19,11,2,4,0,0,12,15,5,10
2007,Andorra,Estonia,0,2,39,61,0,1,4,8,4,3,0,0,17,18,2,1
2007,Moldova,Hungary,3,0,55,45,5,6,11,10,2,2,0,0,8,12,8,3
2007,Scotland,Italy,1,2,50,50,7,10,13,17,2,1,0,0,27,18,9,4
2007,Israel,Russia,2,1,39,61,5,7,10,21,2,1,0,0,15,12,8,4
2007,Lithuania,Ukraine,2,0,55,45,11,4,22,14,2,1,0,0,11,10,5,10
2007,Norway,Turkey,1,2,41,59,5,4,9,5,1,2,0,0,14,6,4,7
2007,Albania,Belarus,2,4,50,50,6,5,13,9,3,4,0,0,3,7,3,5
2007,Germany,Cyprus,4,0,67,33,7,8,18,14,0,0,0,0,10,9,10,7
2007,North Macedonia,Croatia,2,0,45,55,3,2,3,6,2,0,0,0,31,11,2,1
2007,Czech Republic,Slovakia,3,1,54,46,6,3,17,6,0,3,0,0,8,10,4,5
2007,Greece,Malta,5,0,63,37,10,4,16,9,1,2,0,0,5,6,3,7
2007,Netherlands,Luxembourg,1,0,65,35,14,2,29,2,0,1,0,0,8,7,1,11
2007,Poland,Belgium,2,0,48,52,4,5,9,11,2,0,0,0,14,9,4,2
2007,Northern Ireland,Denmark,2,1,54,46,8,2,14,10,2,1,0,0,9,13,2,10
2007,Portugal,Armenia,1,0,59,41,5,0,12,5,2,2,0,0,14,14,2,7
2007,Spain,Sweden,3,0,44,56,7,2,18,4,1,1,0,0,1,8,1,2
2007,Armenia,Kazakhstan,0,1,59,41,2,4,15,8,1,2,0,0,13,15,2,4
2007,Georgia,Lithuania,0,2,52,48,7,5,15,9,0,3,0,0,8,17,5,9
2007,Romania,Albania,6,1,63,37,8,5,17,9,1,3,0,2,9,12,4,4
2007,Cyprus,Czech Republic,0,2,52,48,5,10,11,15,2,1,0,0,23,22,9,4
2007,Azerbaijan,Belgium,0,1,48,52,2,5,7,8,1,4,0,0,4,8,5,1
2007,Belarus,Netherlands,2,1,46,54,6,5,11,15,2,1,0,0,16,19,5,1
2007,Israel,North Macedonia,1,0,54,46,4,4,8,10,1,0,0,0,7,14,5,4
2007,Slovenia,Bulgaria,0,2,50,50,3,7,5,12,4,2,1,0,19,12,8,3
2007,Denmark,Iceland,3,0,57,43,3,0,18,7,2,3,0,0,6,15,2,3
2007,Malta,Norway,1,4,47,53,3,9,8,21,4,3,1,0,11,9,5,2
2007,Spain,Northern Ireland,1,0,66,34,12,0,18,2,0,2,0,0,2,11,0,7
2007,Sweden,Latvia,2,1,62,38,7,3,16,6,0,2,0,0,11,20,2,5
2007,Turkey,Bosnia and Herzegovina,1,0,52,48,3,2,13,3,1,2,0,0,14,22,2,3
2007,Hungary,Greece,1,2,47,53,4,3,15,7,1,2,0,0,13,6,4,4
2007,Germany,Wales,0,0,53,47,4,0,16,5,0,3,0,0,8,14,4,4
2007,Italy,Faroe Islands,3,1,53,47,8,2,18,11,0,0,0,0,8,11,3,9
2007,San Marino,Slovakia,0,5,39,61,5,10,11,13,5,3,0,0,13,14,10,4
2007,Ukraine,France,2,2,52,48,4,3,10,11,1,1,0,0,9,8,3,4
2007,Portugal,Finland,0,0,53,47,8,1,20,3,2,4,0,0,12,15,4,9
2007,Serbia,Poland,2,2,51,49,11,5,15,9,2,2,0,0,9,4,4,9
2007,Andorra,Russia,0,1,41,59,0,7,3,15,5,1,0,1,13,9,9,2
2007,England,Croatia,2,3,48,52,4,7,6,10,0,2,0,0,16,18,4,6
2007,Serbia,Kazakhstan,1,0,58,42,5,2,13,5,2,1,0,0,9,12,1,6
2008,Switzerland,Czech Republic,0,1,53,47,6,2,12,4,3,0,0,0,19,21,3,6
2008,Portugal,Turkey,2,0,48,52,7,3,16,6,0,3,0,0,10,19,7,4
2008,Austria,Croatia,0,1,64,36,8,3,18,9,3,1,0,0,17,14,1,12
2008,Germany,Poland,2,0,48,52,6,6,9,11,1,2,0,0,10,10,7,4
2008,Romania,France,0,0,46,54,2,3,6,11,3,1,0,0,18,20,2,0
2008,Netherlands,Italy,3,0,50,50,11,6,16,13,1,3,0,0,19,11,7,6
2008,Spain,Russia,4,1,43,57,16,6,20,12,0,0,0,0,21,15,6,9
2008,Greece,Sweden,0,2,48,52,6,5,6,10,3,0,0,0,11,15,2,7
2008,Czech Republic,Portugal,1,3,46,54,3,13,8,16,1,1,0,0,16,15,7,1
2008,Switzerland,Turkey,1,2,50,50,8,4,13,7,1,3,0,0,21,22,1,6
2008,Croatia,Germany,2,1,43,57,8,2,12,7,4,2,0,1,10,16,2,10
2008,Austria,Poland,1,1,53,47,6,9,14,12,2,3,0,0,12,24,9,8
2008,Italy,Romania,1,1,47,53,4,8,7,12,2,3,0,0,12,19,4,6
2008,Netherlands,France,4,1,56,44,12,8,15,17,1,2,0,0,17,17,8,6
2008,Portugal,Germany,2,3,53,47,10,5,21,10,3,2,0,0,11,14,2,7
2008,Sweden,Spain,1,2,50,50,3,9,9,13,1,1,0,0,16,14,7,1
2008,Greece,Russia,0,1,50,50,5,6,8,19,2,2,0,0,17,13,5,7
2008,Switzerland,Portugal,2,0,63,37,8,5,12,10,4,4,0,0,18,20,6,7
2008,Turkey,Czech Republic,3,2,51,49,11,4,17,12,4,2,1,0,15,16,1,7
2008,Austria,Germany,0,1,46,54,0,7,9,16,3,0,0,0,20,10,10,5
2008,Poland,Croatia,0,1,50,50,7,5,20,15,2,3,0,0,23,15,3,6
2008,France,Italy,0,2,50,50,7,5,13,13,4,3,1,0,22,23,4,5
2008,Netherlands,Romania,2,0,51,49,6,1,14,8,0,1,0,0,11,11,1,3
2008,Greece,Spain,1,2,43,57,5,6,13,19,2,3,0,0,16,18,4,2
2008,Russia,Sweden,2,0,44,56,6,6,15,12,3,2,0,0,13,14,10,5
2008,Croatia,Turkey,1,1,44,56,7,4,15,10,0,4,0,0,19,22,3,6
2008,Netherlands,Russia,1,3,45,55,14,13,28,26,3,3,0,0,23,27,7,9
2008,Spain,Italy,0,0,45,55,10,6,27,12,3,1,0,0,21,24,6,9
2008,Germany,Turkey,3,2,50,50,5,15,9,22,0,2,0,0,13,17,11,4
2008,Germany,Spain,0,1,53,47,3,8,4,14,2,2,0,0,20,19,6,4
