Year,Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
2016,O?uzhan Özyakup,MF,tr Türkiye,23,1992,3,2,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Marco Parolo,MF,it Italy,31,1985,4,4,390,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Rui Patrício,GK,pt Portugal,27,1988,7,7,720,8,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,David Pavelka,MF,cz Czechia,24,1991,2,1,59,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Dimitri Payet,"MF,FW",fr France,28,1987,7,6,503,5.6,3,2,5,3,0,0,0,0,0.54,0.36,0.89,0.54,0.89
2016,Micha? Pazdan,DF,pl Poland,28,1987,5,5,510,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Viktor Pe?ovský,MF,sk Slovakia,32,1983,2,2,156,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Pedro,"FW,MF",es Spain,28,1987,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Peter Pekarík,DF,sk Slovakia,29,1986,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Graziano Pellè,FW,it Italy,30,1985,4,4,358,4,2,0,2,2,0,0,2,0,0.5,0,0.5,0.5,0.5
2016,Pepe,DF,pt Portugal,32,1983,6,6,630,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Danilo Pereira,MF,pt Portugal,24,1991,5,2,234,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Ivan Periši?,MF,hr Croatia,26,1989,4,4,385,4.3,2,1,3,2,0,0,1,0,0.47,0.23,0.7,0.47,0.7
2016,S?awomir Peszko,MF,pl Poland,30,1985,3,0,24,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Ádám Pintér,MF,hu Hungary,27,1988,3,2,166,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Mihai Pintilii,MF,ro Romania,31,1984,2,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Gerard Piqué,DF,es Spain,28,1987,4,4,360,4,1,0,1,1,0,0,0,0,0.25,0,0.25,0.25,0.25
2016,?ukasz Piszczek,DF,pl Poland,30,1985,4,4,420,4.7,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Marko Pjaca,MF,hr Croatia,20,1995,3,1,101,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Jaroslav Plašil,MF,cz Czechia,34,1982,3,3,264,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Lukas Podolski,"FW,MF",de Germany,30,1985,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Paul Pogba,MF,fr France,22,1993,7,6,601,6.7,1,0,1,1,0,0,1,0,0.15,0,0.15,0.15,0.15
2016,Adrian Popa,"MF,FW",ro Romania,27,1988,2,2,148,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Andrei Prepeli??,MF,ro Romania,30,1985,2,2,135,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Tamás Priskin,FW,hu Hungary,29,1986,2,1,88,1,0,1,1,0,0,0,0,0,0,1.02,1.02,0,1.02
2016,Sebastian Prödl,DF,at Austria,28,1987,2,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Daniel Pudil,DF,cz Czechia,30,1985,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Andriy Pyatov,GK,ua Ukraine,31,1984,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Ricardo Quaresma,MF,pt Portugal,32,1983,7,1,291,3.2,1,1,2,1,0,0,1,0,0.31,0.31,0.62,0.31,0.62
2016,Stephen Quinn,"FW,MF",ie Rep. of Ireland,29,1986,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Ivan Rakiti?,MF,hr Croatia,27,1988,4,4,377,4.2,1,0,1,1,0,0,0,0,0.24,0,0.24,0.24,0.24
2016,Yaroslav Rakitskiy,DF,ua Ukraine,26,1989,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Adil Rami,DF,fr France,30,1985,4,4,360,4,0,1,1,0,0,0,2,0,0,0.25,0.25,0,0.25
2016,Sergio Ramos,DF,es Spain,29,1986,4,4,360,4,0,0,0,0,0,1,1,0,0,0,0,0,0
2016,Aaron Ramsey,MF,wls Wales,25,1990,5,5,446,5,1,4,5,1,0,0,2,0,0.2,0.81,1.01,0.2,1.01
2016,Darren Randolph,GK,ie Rep. of Ireland,28,1987,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Marcus Rashford,"FW,MF",eng England,18,1997,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,R?zvan Ra?,DF,ro Romania,34,1981,2,2,150,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Jazz Richards,"DF,MF",wls Wales,24,1991,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Hal Robson-Kanu,FW,wls Wales,26,1989,5,3,268,3,2,0,2,2,0,0,0,0,0.67,0,0.67,0.67,0.67
2016,Ricardo Rodríguez,DF,ch Switzerland,23,1992,4,4,390,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Marko Rog,MF,hr Croatia,20,1995,1,1,81,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Cristiano Ronaldo,"FW,MF",pt Portugal,30,1985,7,7,624,6.9,3,3,6,3,0,1,1,0,0.43,0.43,0.87,0.43,0.87
2016,Wayne Rooney,MF,eng England,30,1985,4,3,288,3.2,1,0,1,0,1,1,0,0,0.31,0,0.31,0,0
2016,Danny Rose,DF,eng England,25,1990,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Odise Roshi,FW,al Albania,24,1991,3,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Tomáš Rosický,MF,cz Czechia,35,1980,2,2,177,2,0,1,1,0,0,0,0,0,0,0.51,0.51,0,0.51
2016,Ruslan Rotan,MF,ua Ukraine,34,1981,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Marcel Sabitzer,FW,at Austria,21,1994,3,2,193,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Armando Sadiku,FW,al Albania,24,1991,3,3,229,2.5,1,0,1,1,0,0,0,0,0.39,0,0.39,0.39,0.39
2016,Bacary Sagna,DF,fr France,32,1983,7,7,660,7.3,0,1,1,0,0,0,0,0,0,0.14,0.14,0,0.14
2016,Olcay ?ahan,"FW,MF",tr Türkiye,28,1987,2,0,51,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Nuri ?ahin,MF,tr Türkiye,27,1988,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Kornel Saláta,DF,sk Slovakia,31,1985,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Aleksandr Samedov,MF,ru Russia,31,1984,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Renato Sanches,"MF,FW",pt Portugal,18,1997,6,3,407,4.5,1,0,1,1,0,0,0,0,0.22,0,0.22,0.22,0.22
2016,Leroy Sané,"FW,MF",de Germany,20,1996,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Lucian Sânm?rtean,MF,ro Romania,35,1980,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Cristian S?punaru,DF,ro Romania,31,1984,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Fabian Schär,DF,ch Switzerland,24,1991,4,4,390,4.3,1,0,1,1,0,0,2,0,0.23,0,0.23,0.23,0.23
2016,Gordon Schildenfeld,DF,hr Croatia,30,1985,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Alessandro Schöpf,MF,at Austria,21,1994,3,0,84,0.9,1,0,1,1,0,0,1,0,1.07,0,1.07,1.07,1.07
2016,André Schürrle,"FW,MF",de Germany,25,1990,3,0,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Bastian Schweinsteiger,MF,de Germany,31,1984,5,1,221,2.5,1,0,1,1,0,0,2,0,0.41,0,0.41,0.41,0.41
2016,Haris Seferovi?,FW,ch Switzerland,23,1992,4,3,289,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Yevhen Seleznyov,FW,ua Ukraine,30,1985,2,1,95,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Volkan ?en,MF,tr Türkiye,28,1987,2,1,105,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Stanislav Šesták,"FW,MF",sk Slovakia,33,1982,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Stephan El Shaarawy,"DF,FW",it Italy,23,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Xherdan Shaqiri,MF,ch Switzerland,24,1991,4,4,375,4.2,1,1,2,1,0,0,0,0,0.24,0.24,0.48,0.24,0.48
2016,Oleg Shatov,MF,ru Russia,25,1990,2,2,180,2,0,1,1,0,0,0,0,0,0,0.5,0.5,0,0.5
2016,Georgi Shchennikov,DF,ru Russia,24,1991,2,2,180,2,0,1,1,0,0,0,1,0,0,0.5,0.5,0,0.5
2016,Vyacheslav Shevchuk,DF,ua Ukraine,36,1979,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Roman Shirokov,MF,ru Russia,34,1981,3,1,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Gylfi Sigurðsson,MF,is Iceland,26,1989,5,5,450,5,1,1,2,0,1,1,1,0,0.2,0.2,0.4,0,0.2
2016,Ragnar Sigurðsson,DF,is Iceland,29,1986,5,5,450,5,1,0,1,1,0,0,0,0,0.2,0,0.2,0.2,0.2
2016,Kolbeinn Sigþórsson,FW,is Iceland,25,1990,5,5,400,4.4,2,0,2,2,0,0,1,0,0.45,0,0.45,0.45,0.45
2016,Adrien Silva,MF,pt Portugal,26,1989,4,4,322,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,David Silva,"FW,MF",es Spain,30,1986,4,4,333,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Rafa Silva,"FW,MF",pt Portugal,22,1993,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Salvatore Sirigu,GK,it Italy,29,1987,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Moussa Sissoko,MF,fr France,26,1989,6,4,381,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Tomáš Sivok,DF,cz Czechia,32,1983,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Ji?í Skalák,MF,cz Czechia,23,1992,1,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Milan Škoda,"FW,MF",cz Czechia,30,1986,2,0,59,0.7,1,0,1,1,0,0,0,0,1.53,0,1.53,1.53,1.53
2016,Milan Škriniar,MF,sk Slovakia,20,1995,2,1,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Martin Škrtel,DF,sk Slovakia,31,1984,4,4,360,4,0,0,0,0,0,0,2,0,0,0,0,0,0
2016,Chris Smalling,DF,eng England,26,1989,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Igor Smolnikov,DF,ru Russia,27,1988,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Fyodor Smolov,MF,ru Russia,25,1990,3,3,243,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Cédric Soares,DF,pt Portugal,24,1991,4,4,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Yann Sommer,GK,ch Switzerland,27,1988,4,4,390,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Bruno Soriano,MF,es Spain,31,1984,2,0,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Darijo Srna,DF,hr Croatia,33,1982,4,4,390,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Nicolae Stanciu,MF,ro Romania,22,1993,2,2,161,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Bogdan Stancu,"MF,FW",ro Romania,28,1987,3,3,262,2.9,2,0,2,0,2,2,0,0,0.69,0,0.69,0,0
2016,Filip Starzy?ski,MF,pl Poland,24,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Taras Stepanenko,MF,ua Ukraine,26,1989,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Raheem Sterling,FW,eng England,21,1994,3,3,190,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Zoltán Stieber,FW,hu Hungary,27,1988,3,1,86,1,1,0,1,1,0,0,0,0,1.05,0,1.05,1.05,1.05
2016,Miroslav Stoch,"FW,MF",sk Slovakia,26,1989,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Ivan Strini?,DF,hr Croatia,28,1987,3,3,299,3.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Stefano Sturaro,MF,it Italy,22,1993,3,2,216,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Daniel Sturridge,FW,eng England,26,1989,3,2,210,2.3,1,0,1,1,0,0,1,0,0.43,0,0.43,0.43,0.43
2016,Danijel Subaši?,GK,hr Croatia,31,1984,4,4,390,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Josef Šural,FW,cz Czechia,25,1990,3,0,49,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Dušan Švento,DF,sk Slovakia,30,1985,3,1,143,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Serhiy Sydorchuk,MF,ua Ukraine,24,1991,2,2,165,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Ádám Szalai,FW,hu Hungary,28,1987,4,3,235,2.6,1,0,1,1,0,0,1,0,0.38,0,0.38,0.38,0.38
2016,Wojciech Szcz?sny,GK,pl Poland,25,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Shani Tarashaj,"FW,MF",ch Switzerland,20,1995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Ciprian T?t?ru?anu,GK,ro Romania,29,1986,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Neil Taylor,"MF,DF",wls Wales,26,1989,6,6,540,6,1,0,1,1,0,0,1,0,0.17,0,0.17,0.17,0.17
2016,Mehmet Topal,DF,tr Türkiye,29,1986,3,3,270,3,0,1,1,0,0,0,0,0,0,0.33,0.33,0,0.33
2016,Gabriel Torje,MF,ro Romania,26,1989,3,1,133,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Cenk Tosun,FW,tr Türkiye,24,1991,2,1,69,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Ozan Tufan,MF,tr Türkiye,20,1995,3,3,270,3,1,0,1,1,0,0,1,0,0.33,0,0.33,0.33,0.33
2016,Arda Turan,"FW,MF",tr Türkiye,29,1987,3,3,244,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Anatoliy Tymoshchuk,"DF,MF",ua Ukraine,36,1979,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Samuel Umtiti,DF,fr France,22,1993,3,3,300,3.3,0,0,0,0,0,0,2,0,0,0,0,0,0
2016,Jamie Vardy,FW,eng England,29,1987,3,1,166,1.8,1,0,1,1,0,0,0,0,0.54,0,0.54,0.54,0.54
2016,Lucas Vázquez,"DF,FW",es Spain,24,1991,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Thomas Vermaelen,DF,be Belgium,30,1985,4,4,360,4,0,0,0,0,0,0,2,0,0,0,0,0,0
2016,Jan Vertonghen,DF,be Belgium,28,1987,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Freddie Veseli,DF,al Albania,23,1992,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Domagoj Vida,DF,hr Croatia,26,1989,3,3,300,3.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Vieirinha,DF,pt Portugal,30,1986,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Sam Vokes,FW,wls Wales,26,1989,4,2,188,2.1,1,0,1,1,0,0,1,0,0.48,0,0.48,0.48,0.48
2016,Šime Vrsaljko,DF,hr Croatia,24,1992,2,1,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Kyle Walker,DF,eng England,25,1990,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Jonathan Walters,FW,ie Rep. of Ireland,32,1983,2,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Danny Ward,GK,wls Wales,22,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Jamie Ward,MF,nir Northern Ireland,29,1986,4,3,220,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Stephen Ward,DF,ie Rep. of Ireland,30,1985,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Conor Washington,FW,nir Northern Ireland,23,1992,4,2,188,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Vladimír Weiss,"MF,FW",sk Slovakia,26,1989,4,4,278,3.1,1,1,2,1,0,0,1,0,0.32,0.32,0.65,0.32,0.65
2016,Glenn Whelan,MF,ie Rep. of Ireland,32,1984,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Ashley Williams,DF,wls Wales,31,1984,6,6,540,6,1,0,1,1,0,0,0,0,0.17,0,0.17,0.17,0.17
2016,Jonny Williams,FW,wls Wales,22,1993,4,1,142,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Jack Wilshere,MF,eng England,24,1992,3,1,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Kevin Wimmer,DF,at Austria,23,1992,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Axel Witsel,MF,be Belgium,27,1989,5,5,450,5,1,0,1,1,0,0,1,0,0.2,0,0.2,0.2,0.2
2016,Granit Xhaka,MF,ch Switzerland,23,1992,4,4,390,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Taulant Xhaka,MF,al Albania,24,1991,2,1,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Andriy Yarmolenko,MF,ua Ukraine,26,1989,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Burak Y?lmaz,FW,tr Türkiye,30,1985,3,2,205,2.3,1,0,1,1,0,0,1,0,0.44,0,0.44,0.44,0.44
2016,Simone Zaza,FW,it Italy,24,1991,3,1,123,1.4,0,1,1,0,0,0,1,0,0,0.73,0.73,0,0.73
2016,Erkan Zengin,MF,se Sweden,30,1985,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Piotr Zieli?ski,MF,pl Poland,21,1994,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Oleksandr Zinchenko,MF,ua Ukraine,19,1996,3,1,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Roman Zozulya,FW,ua Ukraine,26,1989,3,2,174,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Hannes Þór Halldórsson,GK,is Iceland,31,1984,5,5,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0
